,City,Country Code,Filename,Lat,Long
0,Qamdo,CHN,CHN_Tibet.Qamdo.561370_CSWD.epw,31.15,97.17
0,URUMQI,CHN,CHN_Xinjiang.Urgur.Urumqi.514630_IWEC.epw,43.83,87.53
0,Aksu,CHN,CHN_Xinjiang.Uygur.Aksu.516280_CSWD.epw,41.17,80.23
0,Altay,CHN,CHN_Xinjiang.Uygur.Altay.510760_CSWD.epw,47.73,88.08
0,ALTAY,CHN,CHN_Xinjiang.Uygur.Altay.510760_SWERA.epw,47.73,88.08
0,Bachu,CHN,CHN_Xinjiang.Uygur.Bachu.517160_CSWD.epw,39.80,78.57
0,Fuyun,CHN,CHN_Xinjiang.Uygur.Fuyun.510870_CSWD.epw,46.98,89.52
0,Hami,CHN,CHN_Xinjiang.Uygur.Hami.522030_CSWD.epw,42.82,93.52
0,ALGIERS,DZA,DZA_Algiers.603900_IWEC.epw,36.72,3.25
0,Al Minya,EGY,EGY_Al.Minya.623870_ETMY.epw,28.08,30.73
0,Alexandria,EGY,EGY_Alexandria.623180_ETMY.epw,31.20,29.95
0,Aswan,EGY,EGY_Aswan.624140_ETMY.epw,23.97,32.78
0,ASWAN,EGY,EGY_Aswan.624140_IWEC.epw,23.97,32.78
0,Asyut,EGY,EGY_Asyut.623930_ETMY.epw,27.05,31.02
0,CAIRO,EGY,EGY_Cairo.623660_IWEC.epw,30.13,31.40
0,Cairo Intl Airport,EGY,EGY_Cairo.Intl.Airport.623660_ETMY.epw,30.13,31.40
0,El Arish,EGY,EGY_El.Arish.623370_ETMY.epw,31.08,33.82
0,Helwan,EGY,EGY_Helwan.623780_ETMY.epw,29.87,31.33
0,Hurghada,EGY,EGY_Hurghada.624630_ETMY.epw,27.15,33.72
0,Ismailia,EGY,EGY_Ismailia.624400_ETMY.epw,30.60,32.25
0,Kharga,EGY,EGY_Kharga.624350_ETMY.epw,25.45,30.53
0,Luxor,EGY,EGY_Luxor.624050_ETMY.epw,25.67,32.70
0,ADDIS_ABABA/BOLE,ETH,ETH_Addis.Ababa-Bole.634500_SWERA.epw,8.98,38.80
0,AWASSA_(LAKE),ETH,ETH_Awassa.634600_SWERA.epw,7.07,38.05
0,BAHAR_DAR,ETH,ETH_Bahar.Dar.633320_SWERA.epw,11.60,37.40
0,COMBOLCHA/DESSIE,ETH,ETH_Combolcha.633330_SWERA.epw,11.08,39.72
0,DEBRE_MARCOS,ETH,ETH_Debre.Marcos.633340_SWERA.epw,10.35,37.72
0,DIRE_DAWA_(MIL/CIV),ETH,ETH_Dire.Dawa.634710_SWERA.epw,9.60,41.87
0,GONDAR,ETH,ETH_Gondar.633310_SWERA.epw,12.53,37.43
0,JIMMA,ETH,ETH_Jimma.634020_SWERA.epw,7.67,36.83
0,METEHARA,ETH,ETH_Metehara.634530_SWERA.epw,8.83,39.78
0,ACCRA/KOTOKA_INTL,GHA,GHA_Accra.654720_SWERA.epw,5.60,-0.17
0,ELDORET,KEN,KEN_Eldoret.636860_SWERA.epw,0.53,35.28
0,EMBU,KEN,KEN_Embu.637200_SWERA.epw,-0.50,37.45
0,GARISSA,KEN,KEN_Garissa.637230_SWERA.epw,-0.47,39.63
0,KAKAMEGA,KEN,KEN_Kakamega.636870_SWERA.epw,0.28,34.78
0,KISII            _,KEN,KEN_Kisii.637090_SWERA.epw,-0.67,34.78
0,KISUMU,KEN,KEN_Kisumu.637080_SWERA.epw,-0.10,34.75
0,Kitale,KEN,KEN_Kitale.636610_SWERA.epw,1.02,35.00
0,LAMU/MANDA_ISLAND,KEN,KEN_Lamu-Manda.Island.637720_SWERA.epw,-2.27,40.83
0,LODWAR,KEN,KEN_Lodwar.636120_SWERA.epw,3.12,35.62
0,MAKINDU,KEN,KEN_Makindu.637660_SWERA.epw,-2.28,37.83
0,MALINDI,KEN,KEN_Malindi.637990_SWERA.epw,-3.23,40.10
0,MANDERA,KEN,KEN_Mandera.636240_SWERA.epw,3.93,41.87
0,MARSABIT,KEN,KEN_Marsabit.636410_SWERA.epw,2.30,37.90
0,MERU,KEN,KEN_Meru.636950_SWERA.epw,0.08,37.65
0,MOMBASA/MOI_INTL,KEN,KEN_Mombasa-Moi.638200_SWERA.epw,-4.03,39.62
0,MOYALE_LOWER_(ODA),KEN,KEN_Moyale.636190_SWERA.epw,3.53,39.05
0,NAIROBI/DAGORETTI_,KEN,KEN_Nairobi-Dagoretti.637410_SWERA.epw,-1.30,36.75
0,NAIROBI/JOMO_KENYAT,KEN,KEN_Nairobi-Kenyatta.637400_SWERA.epw,-1.32,36.92
0,NAIROBI/WILSON,KEN,KEN_Nairobi-Wilson.637420_SWERA.epw,-1.32,36.82
0,NAIROBI,KEN,KEN_Nairobi.637400_IWEC.epw,-1.32,36.92
0,NAKURU,KEN,KEN_Nakuru.637140_SWERA.epw,-0.27,36.10
0,NAROK,KEN,KEN_Narok.637370_SWERA.epw,-1.13,35.83
0,NYERI,KEN,KEN_Nyeri.637170_SWERA.epw,-0.50,36.97
0,VOI,KEN,KEN_Voi.637930_SWERA.epw,-3.40,38.57
0,TRIPOLI,LBY,LBY_Tripoli.620100_IWEC.epw,32.67,13.15
0,CASABLANCA/NOUASSER,MAR,MAR_Casablanca.Nouasser.601560_IWEC.epw,33.37,-7.58
0,ANTANANARIVO,MDG,MDG_Antananarivo.670830_IWEC.epw,-18.80,47.48
0,DAKAR,SEN,SEN_Dakar.616410_IWEC.epw,14.73,-17.50
0,TUNIS,TUN,TUN_Tunis.607150_IWEC.epw,36.83,10.23
0,CAPE TOWN,ZAF,ZAF_Cape.Town.688160_IWEC.epw,-33.98,18.60
0,JOHANNESBURG,ZAF,ZAF_Johannesburg.683680_IWEC.epw,-26.13,28.23
0,HARARE,ZWE,ZWE_Harare.677750_IWEC.epw,-17.92,31.13
